Region,Province,City/Municipality,Type,Barangay
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Bagong Tubig
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Balimbing
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Bambang
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Barangay 1
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Barangay 2
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Barangay 3
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Barangay 4
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Barangay 5
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Barangay 6
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Bisaya
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Cahil
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Calantas
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Caluangan
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Camastilisan
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Coral Ni Bacal
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Coral Ni Lopez
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Dacanlao
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Dila
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Loma
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Lumbang Calzada
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Lumbang Na Bata
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Lumbang Na Matanda
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Madalunot
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Makina
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Matipok
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Munting Coral
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Niyugan
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Pantay
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Puting Bato East
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Puting Bato West
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Puting Kahoy
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Quisumbing
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Salong
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Sinisian
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Taklang Anak
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Talisay
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Tamayo
Region IV-A (CALABARZON),Batangas,City of Calaca,City,Timbain
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Adya
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Anilao
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Anilao-Labac
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Antipolo Del Norte
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Antipolo Del Sur
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Bagong Pook
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Balintawak
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Banaybanay
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Barangay 12
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Bolbok
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Bugtong na Pulo
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Bulacnin
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Bulaklakan
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Calamias
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Cumba
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Dagatan
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Duhatan
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Halang
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Inosloban
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Kayumanggi
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Latag
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Lodlod
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Lumbang
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Mabini
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Malagonlong
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Malitlit
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Marauoy
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Mataas Na Lupa
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Munting Pulo
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Pagolingin Bata
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Pagolingin East
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Pagolingin West
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Pangao
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Pinagkawitan
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Pinagtongulan
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Plaridel
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Poblacion Barangay 1
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Poblacion Barangay 10
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Poblacion Barangay 11
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Poblacion Barangay 2
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Poblacion Barangay 3
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Poblacion Barangay 4
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Poblacion Barangay 5
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Poblacion Barangay 6
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Poblacion Barangay 7
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Poblacion Barangay 8
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Poblacion Barangay 9
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Poblacion Barangay 9-A
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Pusil
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Quezon
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Rizal
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Sabang
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Sampaguita
Region IV-A (CALABARZON),Batangas,City of Lipa,City,San Benito
Region IV-A (CALABARZON),Batangas,City of Lipa,City,San Carlos
Region IV-A (CALABARZON),Batangas,City of Lipa,City,San Celestino
Region IV-A (CALABARZON),Batangas,City of Lipa,City,San Francisco
Region IV-A (CALABARZON),Batangas,City of Lipa,City,San Guillermo
Region IV-A (CALABARZON),Batangas,City of Lipa,City,San Jose
Region IV-A (CALABARZON),Batangas,City of Lipa,City,San Lucas
Region IV-A (CALABARZON),Batangas,City of Lipa,City,San Salvador
Region IV-A (CALABARZON),Batangas,City of Lipa,City,San Sebastian
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Santo Niño
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Santo Toribio
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Sapac
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Sico
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Talisay
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Tambo
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Tangob
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Tanguay
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Tibig
Region IV-A (CALABARZON),Batangas,City of Lipa,City,Tipacan
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,Barangay I
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,Barangay II
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,Barangay III
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,Barangay IV
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Agustin
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Antonio
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Bartolome
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Felix
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Fernando
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Francisco
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Isidro Norte
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Isidro Sur
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Joaquin
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Jose
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Juan
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Luis
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Miguel
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Pablo
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Pedro
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Rafael
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Roque
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,San Vicente
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,Santa Ana
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,Santa Anastacia
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,Santa Clara
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,Santa Cruz
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,Santa Elena
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,Santa Maria
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,Santa Teresita
Region IV-A (CALABARZON),Batangas,City of Sto. Tomas,City,Santiago
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Altura Bata
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Altura Matanda
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Altura-South
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Ambulong
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Bagbag
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Bagumbayan
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Balele
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Banadero
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Banjo East
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Banjo Laurel
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Bilog-bilog
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Boot
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Cale
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Darasa
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Gonzales
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Hidalgo
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Janopol
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Janopol Oriental
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Laurel
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Luyos
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Mabini
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Malaking Pulo
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Maria Paz
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Maugat
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Montaña
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Natatas
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Pagaspas
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Pantay Bata
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Pantay Matanda
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Poblacion Barangay 1
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Poblacion Barangay 2
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Poblacion Barangay 3
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Poblacion Barangay 4
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Poblacion Barangay 5
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Poblacion Barangay 6
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Poblacion Barangay 7
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Sala
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Sambat
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,San Jose
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Santol
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Santor
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Sulpoc
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Suplang
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Talaga
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Tinurik
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Trapiche
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Ulango
Region IV-A (CALABARZON),Batangas,City of Tanauan,City,Wawa
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Balagbag
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Barangay 1
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Barangay 2
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Barangay 3
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Barangay 4
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Barangay 5
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Barangay 6
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Barangay 7
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Barangay 8
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Bungahan
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Calumayin
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Dalipit East
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Dalipit West
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Dita
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Don Juan
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Emmanuel
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Ibabao
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Labac
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,Pinagkaisahan
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,San Felipe
Region IV-A (CALABARZON),Batangas,Cuenca,Municipality,San Isidro
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Bago
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Balanga
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Bungahan
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Calamias
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Catandala
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Coliat
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Dayapan
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Lapu-lapu
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Lucsuhin
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Mabalor
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Malainin
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Matala
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Munting-Tubig
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Palindan
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Pangao
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Panghayaan
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Poblacion
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Quilo
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Sabang
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Salaban I
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Salaban II
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,San Agustin
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Sandalan
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Santo Niño
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Talaibon
Region IV-A (CALABARZON),Batangas,Ibaan,Municipality,Tulay Na Patpat
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,As-Is
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Balakilong
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Barangay 1
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Barangay 2
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Barangay 3
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Barangay 4
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Barangay 5
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Berinayan
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Bugaan East
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Bugaan West
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Buso-buso
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Dayap Itaas
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Gulod
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,J. Leviste
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Molinete
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Niyugan
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Paliparan
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,San Gabriel
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,San Gregorio
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Santa Maria
Region IV-A (CALABARZON),Batangas,Laurel,Municipality,Ticub
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Anak-Dagat
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Arumahan
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Ayao-iyao
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Bagong Pook
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Bagong Sikat
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Balanga
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Bukal
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Cahilan I
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Cahilan II
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Dayapan
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,District I
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,District II
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,District III
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,District IV
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Dita
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Gulod
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Lucky
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Maguihan
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Mahabang Dahilig
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Mahayahay
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Maigsing Dahilig
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Maligaya
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Malinis
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Masalisi
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Mataas Na Bayan
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Matingain I
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Matingain II
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Mayasang
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Niugan
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Nonong Casto
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Palanas
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Payapa Ibaba
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Payapa Ilaya
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Rizal
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Sambal Ibaba
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Sambal Ilaya
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,San Isidro Ibaba
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,San Isidro Itaas
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Sangalang
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Sinisian East
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Sinisian West
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Talaga
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Tubigan
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Tubuan
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Wawa Ibaba
Region IV-A (CALABARZON),Batangas,Lemery,Municipality,Wawa Ilaya
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Bagong Pook
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Balibago
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Barangay 1
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Barangay 2
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Barangay 3
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Barangay 4
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Barangay 5
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Binubusan
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Bungahan
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Cumba
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Humayingan
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Kapito
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Lumaniag
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Luyahan
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Malaruhatan
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Matabungkay
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Prenza
Region IV-A (CALABARZON),Batangas,Lian,Municipality,Puting-Kahoy
Region IV-A (CALABARZON),Batangas,Lian,Municipality,San Diego
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Apar
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Balatbat
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Balibago
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Banalo
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Biga
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Bignay
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Calo
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Calumpit
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Fabrica
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Jaybanga
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Lagadlarin
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Mabilog Na Bundok
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Malabrigo
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Malalim Na Sanog
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Malapad Na Parang
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Masaguitsit
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Nagtalongtong
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Nagtoctoc
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Olo-olo
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Pinaghawanan
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Poblacion
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,San Miguel
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,San Nicolas
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Sawang
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Soloc
Region IV-A (CALABARZON),Batangas,Lobo,Municipality,Tayuman
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Anilao East
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Anilao Proper
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Bagalangit
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Bulacan
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Calamias
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Estrella
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Gasang
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Laurel
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Ligaya
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Mainaga
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Mainit
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Majuben
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Malimatoc I
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Malimatoc II
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Nag-Iba
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Pilahan
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Poblacion
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Pulang Lupa
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Pulong Anahao
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Pulong Balibaguhan
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Pulong Niogan
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Saguing
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Sampaguita
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,San Francisco
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,San Jose
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,San Juan
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,San Teodoro
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Santa Ana
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Santa Mesa
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Santo Niño
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Santo Tomas
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Solo
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Talaga East
Region IV-A (CALABARZON),Batangas,Mabini,Municipality,Talaga Proper
Region IV-A (CALABARZON),Batangas,Malvar,Municipality,Bagong Pook
Region IV-A (CALABARZON),Batangas,Malvar,Municipality,Bilucao
Region IV-A (CALABARZON),Batangas,Malvar,Municipality,Bulihan
Region IV-A (CALABARZON),Batangas,Malvar,Municipality,Luta Del Norte
Region IV-A (CALABARZON),Batangas,Malvar,Municipality,Luta Del Sur
Region IV-A (CALABARZON),Batangas,Malvar,Municipality,Poblacion
Region IV-A (CALABARZON),Batangas,Malvar,Municipality,San Andres
Region IV-A (CALABARZON),Batangas,Malvar,Municipality,San Fernando
